rdtProductcode,rdtSuboutletcode,fillmethod2,searchtextrdt,rdtCode,rdtBrand_search,parasite_search,anti_search,rdtManu_search,confirmRDT_search,r1,r3,r3_lbl,r2,r2_lbl,r4,rdtBrand,r5code,r5code_other,self,r13,r14,r15a,r15b,r15c,r16a,r16b,r16c,r17n,r17p,r12a,r12b,r19,PARENT_KEY,KEY,SET-OF-rdtAudit
01,1-211131-541827-R-01,1,FIRST RESPONSE,1028,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,Pf/Pv,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf/Pv (HRP2/pLDH) Card Test,2,,1,8,1,1,400,400,0,,,25,5000,,,NO,uuid:9b2699be-193a-4b21-aee7-8e170f039a65,uuid:9b2699be-193a-4b21-aee7-8e170f039a65/consent_group-section6-rdtAudit[1],uuid:9b2699be-193a-4b21-aee7-8e170f039a65/consent_group-section6-rdtAudit
01,1-204106-213648-R-01,1,FIRST RESPONSE,1026,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,Pf/Pan,HRP2/pLDH,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag (pLDH/HRP2) Combo Card Test,2,,1,50,1,1,200,200,0,,,50,5000,,,,uuid:c74be11c-9bc4-422e-8d4b-122aa5654015,uuid:c74be11c-9bc4-422e-8d4b-122aa5654015/consent_group-section6-rdtAudit[1],uuid:c74be11c-9bc4-422e-8d4b-122aa5654015/consent_group-section6-rdtAudit
01,1-211127-806390-R-01,1,MALARIA PF,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,18,1,1,250,250,0,,,25,3500,,,NO,uuid:e17e2618-bec0-4dc8-968b-157f44b5bdd4,uuid:e17e2618-bec0-4dc8-968b-157f44b5bdd4/consent_group-section6-rdtAudit[1],uuid:e17e2618-bec0-4dc8-968b-157f44b5bdd4/consent_group-section6-rdtAudit
01,1-211127-785465-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,400,400,0,,,25,3000,,,,uuid:9ae714fc-3bed-404e-ba61-eb4a5678c2eb,uuid:9ae714fc-3bed-404e-ba61-eb4a5678c2eb/consent_group-section6-rdtAudit[1],uuid:9ae714fc-3bed-404e-ba61-eb4a5678c2eb/consent_group-section6-rdtAudit
01,1-211127-933467-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,120,1,1,100,100,0,,,300,0,,,HE COME FREE FROM,uuid:05f04c3f-2b2c-4e4f-852d-0dbda83376a9,uuid:05f04c3f-2b2c-4e4f-852d-0dbda83376a9/consent_group-section6-rdtAudit[1],uuid:05f04c3f-2b2c-4e4f-852d-0dbda83376a9/consent_group-section6-rdtAudit
01,1-211127-973027-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,1,1,300,300,0,,,50,6000,,,,uuid:a23a9f63-34ae-415e-9153-bb4a8c44968c,uuid:a23a9f63-34ae-415e-9153-bb4a8c44968c/consent_group-section6-rdtAudit[1],uuid:a23a9f63-34ae-415e-9153-bb4a8c44968c/consent_group-section6-rdtAudit
01,1-211127-924641-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,9,1,1,300,300,0,,,50,6000,,,,uuid:2c8591cd-3ca2-4224-bb0d-bf96276ed177,uuid:2c8591cd-3ca2-4224-bb0d-bf96276ed177/consent_group-section6-rdtAudit[1],uuid:2c8591cd-3ca2-4224-bb0d-bf96276ed177/consent_group-section6-rdtAudit
01,1-204106-165522-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,10,0,1,150,150,0,,,50,2400,25,1000,NO COMMENT,uuid:828d7e68-6d64-4805-9906-322fa481c28e,uuid:828d7e68-6d64-4805-9906-322fa481c28e/consent_group-section6-rdtAudit[1],uuid:828d7e68-6d64-4805-9906-322fa481c28e/consent_group-section6-rdtAudit
01,1-217145-835481-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,500,500,1,500,500,25,3500,,,NONE,uuid:6fd8b808-6965-4b1b-bf26-2a44c9eea4cd,uuid:6fd8b808-6965-4b1b-bf26-2a44c9eea4cd/consent_group-section6-rdtAudit[1],uuid:6fd8b808-6965-4b1b-bf26-2a44c9eea4cd/consent_group-section6-rdtAudit
01,1-204106-829188-R-01,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,10,1,1,300,300,0,,,25,5000,,,NONE,uuid:d605244c-886b-48d7-a50f-f7e1954d3ea2,uuid:d605244c-886b-48d7-a50f-f7e1954d3ea2/consent_group-section6-rdtAudit[1],uuid:d605244c-886b-48d7-a50f-f7e1954d3ea2/consent_group-section6-rdtAudit
01,1-204104-807140-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,0,1,150,150,0,,,25,3500,,,NONE,uuid:43cc3973-bd69-4c75-8199-c3caac439c4e,uuid:43cc3973-bd69-4c75-8199-c3caac439c4e/consent_group-section6-rdtAudit[1],uuid:43cc3973-bd69-4c75-8199-c3caac439c4e/consent_group-section6-rdtAudit
01,1-204106-674913-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,60,0,1,300,200,1,300,200,750,12000,,,NO,uuid:c1366e0d-fed6-4d42-b19d-7c8d18b9370c,uuid:c1366e0d-fed6-4d42-b19d-7c8d18b9370c/consent_group-section6-rdtAudit[1],uuid:c1366e0d-fed6-4d42-b19d-7c8d18b9370c/consent_group-section6-rdtAudit
01,1-204106-753055-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,1,1,500,500,1,500,500,25,-9888,-9888,-9888,Don't KNOW THE TOTAL PURCHASE PRICE,uuid:77aad8eb-00da-425e-aabb-dfdd9a995143,uuid:77aad8eb-00da-425e-aabb-dfdd9a995143/consent_group-section6-rdtAudit[1],uuid:77aad8eb-00da-425e-aabb-dfdd9a995143/consent_group-section6-rdtAudit
01,1-204106-089863-R-01,1,Advdx,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,20,0,1,300,300,0,,,25,4000,,,NO COMMENT,uuid:f35bf19b-8bf3-4dcb-ae3b-96c993546f91,uuid:f35bf19b-8bf3-4dcb-ae3b-96c993546f91/consent_group-section6-rdtAudit[1],uuid:f35bf19b-8bf3-4dcb-ae3b-96c993546f91/consent_group-section6-rdtAudit
01,1-221169-639722-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,4,1,1,500,500,1,-9888,-9888,25,-9888,,,,uuid:4e188a39-6dbb-44ae-b0e6-e9d4a1a5a7ba,uuid:4e188a39-6dbb-44ae-b0e6-e9d4a1a5a7ba/consent_group-section6-rdtAudit[1],uuid:4e188a39-6dbb-44ae-b0e6-e9d4a1a5a7ba/consent_group-section6-rdtAudit
01,1-204106-861651-R-01,1,BIOLINE,1006,Bioline Malaria Ag Pf,Pf,HRP2,Abbott Diagnostics Korea Inc.,1,,,,,,,Bioline Malaria Ag Pf,10,,1,10,0,1,200,200,0,,,25,4000,,,NO COMMENT,uuid:f68f23fe-d307-461a-b6e1-a6bfa9c50c3d,uuid:f68f23fe-d307-461a-b6e1-a6bfa9c50c3d/consent_group-section6-rdtAudit[1],uuid:f68f23fe-d307-461a-b6e1-a6bfa9c50c3d/consent_group-section6-rdtAudit
01,1-221169-460824-R-01,1,Adv,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,7,1,1,750,750,1,-9888,-9888,25,-9888,,,,uuid:5809531c-2b56-4b80-a6cf-cc1c19e03639,uuid:5809531c-2b56-4b80-a6cf-cc1c19e03639/consent_group-section6-rdtAudit[1],uuid:5809531c-2b56-4b80-a6cf-cc1c19e03639/consent_group-section6-rdtAudit
01,1-204106-500090-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,50,0,1,600,400,0,,,25,3000,,,NOTHING.,uuid:45d9af0d-4fb9-4d46-9dfe-da5beae8352e,uuid:45d9af0d-4fb9-4d46-9dfe-da5beae8352e/consent_group-section6-rdtAudit[1],uuid:45d9af0d-4fb9-4d46-9dfe-da5beae8352e/consent_group-section6-rdtAudit
01,1-204106-094589-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,24,0,1,700,700,0,,,25,12000,,,NONE,uuid:980ef79f-0b0f-4c10-af9a-6c201a45324d,uuid:980ef79f-0b0f-4c10-af9a-6c201a45324d/consent_group-section6-rdtAudit[1],uuid:980ef79f-0b0f-4c10-af9a-6c201a45324d/consent_group-section6-rdtAudit
01,1-204106-613154-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,15,0,0,,,0,,,300,300,,,,uuid:67befe2b-7413-4278-a76e-fae9bf7257c8,uuid:67befe2b-7413-4278-a76e-fae9bf7257c8/consent_group-section6-rdtAudit[1],uuid:67befe2b-7413-4278-a76e-fae9bf7257c8/consent_group-section6-rdtAudit
01,1-204106-959133-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,70,0,1,300,300,0,,,250,25000,,,NONE,uuid:7e42aeb8-6e05-4ffb-86bd-9d2c5a3fa9dc,uuid:7e42aeb8-6e05-4ffb-86bd-9d2c5a3fa9dc/consent_group-section6-rdtAudit[1],uuid:7e42aeb8-6e05-4ffb-86bd-9d2c5a3fa9dc/consent_group-section6-rdtAudit
01,1-204106-620791-R-01,1,SD,.,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,Pf/Pan,HRP2/pLDH,ABON BIOPHARM (HANGZOU) Co LTD,1,,,,,,,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,28,,1,4,0,0,,,0,,,25,2000,,,NOTHING.,uuid:0dd8d14e-148c-468e-ab3c-5506f471de71,uuid:0dd8d14e-148c-468e-ab3c-5506f471de71/consent_group-section6-rdtAudit[1],uuid:0dd8d14e-148c-468e-ab3c-5506f471de71/consent_group-section6-rdtAudit
01,1-204106-630532-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,25,1,1,1000,1000,0,,,25,-9888,,,NOTHING,uuid:2e612735-bb09-4f28-988d-3fc64cace970,uuid:2e612735-bb09-4f28-988d-3fc64cace970/consent_group-section6-rdtAudit[1],uuid:2e612735-bb09-4f28-988d-3fc64cace970/consent_group-section6-rdtAudit
02,1-204106-630532-R-02,1,ADV,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,0,0,1,1000,1000,0,,,25,-9888,,,NOTHING,uuid:2e612735-bb09-4f28-988d-3fc64cace970,uuid:2e612735-bb09-4f28-988d-3fc64cace970/consent_group-section6-rdtAudit[2],uuid:2e612735-bb09-4f28-988d-3fc64cace970/consent_group-section6-rdtAudit
01,1-217145-132339-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,12,0,0,,,1,-9777,-9777,25,3000,,,NOTHING,uuid:421b9963-7502-43df-ae8b-99e742332ec9,uuid:421b9963-7502-43df-ae8b-99e742332ec9/consent_group-section6-rdtAudit[1],uuid:421b9963-7502-43df-ae8b-99e742332ec9/consent_group-section6-rdtAudit
01,1-204106-120734-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,0,1,300,300,0,,,25,-9888,,,,uuid:cf6f659d-0940-4214-8966-81efc86a87f2,uuid:cf6f659d-0940-4214-8966-81efc86a87f2/consent_group-section6-rdtAudit[1],uuid:cf6f659d-0940-4214-8966-81efc86a87f2/consent_group-section6-rdtAudit
01,1-204106-272107-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,14,1,1,300,300,0,,,25,4000,,,NONE,uuid:d138c724-2549-4199-8584-f072a64c3913,uuid:d138c724-2549-4199-8584-f072a64c3913/consent_group-section6-rdtAudit[1],uuid:d138c724-2549-4199-8584-f072a64c3913/consent_group-section6-rdtAudit
01,1-204106-327028-R-01,1,ParaHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,1,1,200,100,0,,,25,-9888,,,,uuid:c9836e60-1ecc-46d4-858c-e3eab3b27d3d,uuid:c9836e60-1ecc-46d4-858c-e3eab3b27d3d/consent_group-section6-rdtAudit[1],uuid:c9836e60-1ecc-46d4-858c-e3eab3b27d3d/consent_group-section6-rdtAudit
01,1-204106-812916-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,0,1,200,200,0,,,25,-9888,,,,uuid:83cbeb47-7f17-42d7-b216-6d87b007b7bb,uuid:83cbeb47-7f17-42d7-b216-6d87b007b7bb/consent_group-section6-rdtAudit[1],uuid:83cbeb47-7f17-42d7-b216-6d87b007b7bb/consent_group-section6-rdtAudit
01,1-204106-768488-R-01,1,RAPID TEST,.,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,Pf/Pan,HRP2/pLDH,ABON BIOPHARM (HANGZOU) Co LTD,1,,,,,,,ABON� Plus Malaria P.f./Pan Rapid Test Device (Whole Blood?,4,,1,5,0,1,200,200,0,,,25,2500,,,NONE,uuid:536fe13e-323b-4514-85b1-83b7dc2364c5,uuid:536fe13e-323b-4514-85b1-83b7dc2364c5/consent_group-section6-rdtAudit[1],uuid:536fe13e-323b-4514-85b1-83b7dc2364c5/consent_group-section6-rdtAudit
01,1-204106-425113-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,25,0,1,300,300,1,-9888,-9888,50,-9888,-9888,-9888,,uuid:3d25b562-0093-41cf-9ceb-c9080754c855,uuid:3d25b562-0093-41cf-9ceb-c9080754c855/consent_group-section6-rdtAudit[1],uuid:3d25b562-0093-41cf-9ceb-c9080754c855/consent_group-section6-rdtAudit
01,1-204111-272108-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,8,1,1,1000,1000,0,,,50,9000,,,NONE,uuid:762329d6-04cd-4d25-82ce-4622ed5df865,uuid:762329d6-04cd-4d25-82ce-4622ed5df865/consent_group-section6-rdtAudit[1],uuid:762329d6-04cd-4d25-82ce-4622ed5df865/consent_group-section6-rdtAudit
02,1-204111-272108-R-02,1,ADVDX,1001,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,Pf,HRP2,"Advy Chemical Pvt Ltd.,",1,,,,,,,AdvDx Malaria Pf Rapid Malaria Ag Detection Test,2,,1,6,0,1,1000,1000,0,,,25,5000,,,NONE,uuid:762329d6-04cd-4d25-82ce-4622ed5df865,uuid:762329d6-04cd-4d25-82ce-4622ed5df865/consent_group-section6-rdtAudit[2],uuid:762329d6-04cd-4d25-82ce-4622ed5df865/consent_group-section6-rdtAudit
01,1-204111-637810-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,1,1,500,500,0,,,50,8000,,,NONE,uuid:d90cc0b7-2f76-4811-b343-a7ab2d63ca73,uuid:d90cc0b7-2f76-4811-b343-a7ab2d63ca73/consent_group-section6-rdtAudit[1],uuid:d90cc0b7-2f76-4811-b343-a7ab2d63ca73/consent_group-section6-rdtAudit
01,1-204113-848491-R-01,1,First response,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,1,1,1000,1000,0,,,25,3000,,,,uuid:700afc93-cbfc-485e-b7b5-5357ae40e465,uuid:700afc93-cbfc-485e-b7b5-5357ae40e465/consent_group-section6-rdtAudit[1],uuid:700afc93-cbfc-485e-b7b5-5357ae40e465/consent_group-section6-rdtAudit
01,1-204111-817714-R-01,1,FIRST RESPONS,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,10,1,1,200,200,0,,,25,2500,,,,uuid:f156b3b5-5a07-4dd0-8aaa-daeb137aaee5,uuid:f156b3b5-5a07-4dd0-8aaa-daeb137aaee5/consent_group-section6-rdtAudit[1],uuid:f156b3b5-5a07-4dd0-8aaa-daeb137aaee5/consent_group-section6-rdtAudit
01,1-204113-896898-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,45,1,1,0,0,0,,,50,0,,,THE RDT IS COMING FOR FREE FROM MAISHA MEDS LOYALITY ORGANISATION AND I DUE IT FREE,uuid:42f69832-43e1-423c-a9a8-904650db137e,uuid:42f69832-43e1-423c-a9a8-904650db137e/consent_group-section6-rdtAudit[1],uuid:42f69832-43e1-423c-a9a8-904650db137e/consent_group-section6-rdtAudit
01,1-204111-403714-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,0,0,1,300,300,0,,,25,4500,,,,uuid:d0767d66-f88c-4c13-89bc-c417f3d6997f,uuid:d0767d66-f88c-4c13-89bc-c417f3d6997f/consent_group-section6-rdtAudit[1],uuid:d0767d66-f88c-4c13-89bc-c417f3d6997f/consent_group-section6-rdtAudit
01,1-204111-356435-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,50,0,1,500,500,0,,,75,26250,,,NONE,uuid:8e8d2655-308d-470d-9fe2-a9e4ba7480b6,uuid:8e8d2655-308d-470d-9fe2-a9e4ba7480b6/consent_group-section6-rdtAudit[1],uuid:8e8d2655-308d-470d-9fe2-a9e4ba7480b6/consent_group-section6-rdtAudit
01,1-204107-670925-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,30,0,1,700,700,0,,,100,6000,,,NONE,uuid:8686e229-31e8-4e07-9bad-a6f56c52de75,uuid:8686e229-31e8-4e07-9bad-a6f56c52de75/consent_group-section6-rdtAudit[1],uuid:8686e229-31e8-4e07-9bad-a6f56c52de75/consent_group-section6-rdtAudit
01,1-204107-521351-R-01,1,PARAHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,40,0,1,500,500,0,,,100,25000,,,,uuid:3e9dccd2-3e28-4549-a288-9f89d6edb3d3,uuid:3e9dccd2-3e28-4549-a288-9f89d6edb3d3/consent_group-section6-rdtAudit[1],uuid:3e9dccd2-3e28-4549-a288-9f89d6edb3d3/consent_group-section6-rdtAudit
01,1-204111-562403-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,4,0,1,500,500,0,,,50,-9888,,,,uuid:487d6004-cdda-4a45-ae0d-08609edee85c,uuid:487d6004-cdda-4a45-ae0d-08609edee85c/consent_group-section6-rdtAudit[1],uuid:487d6004-cdda-4a45-ae0d-08609edee85c/consent_group-section6-rdtAudit
01,1-204111-755300-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,20,0,1,500,500,0,,,25,3500,,,NONE,uuid:deb4d7f6-3c1e-42bb-a823-2d7c67a9988b,uuid:deb4d7f6-3c1e-42bb-a823-2d7c67a9988b/consent_group-section6-rdtAudit[1],uuid:deb4d7f6-3c1e-42bb-a823-2d7c67a9988b/consent_group-section6-rdtAudit
01,1-204111-477647-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,5,0,1,500,500,0,,,25,-9888,,,NOTHING.,uuid:27e97008-ff77-4f47-a195-d1d28a59be83,uuid:27e97008-ff77-4f47-a195-d1d28a59be83/consent_group-section6-rdtAudit[1],uuid:27e97008-ff77-4f47-a195-d1d28a59be83/consent_group-section6-rdtAudit
01,1-204111-146011-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,30,1,1,300,300,0,,,100,-9888,,,NONE,uuid:606b1be1-826c-4d98-820c-4701ef4d85c4,uuid:606b1be1-826c-4d98-820c-4701ef4d85c4/consent_group-section6-rdtAudit[1],uuid:606b1be1-826c-4d98-820c-4701ef4d85c4/consent_group-section6-rdtAudit
01,1-204107-308702-R-01,1,Para,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,10,0,1,1000,1000,0,,,25,5000,,,NO,uuid:d54ca1ae-fc05-451e-8347-2c2ce586d02a,uuid:d54ca1ae-fc05-451e-8347-2c2ce586d02a/consent_group-section6-rdtAudit[1],uuid:d54ca1ae-fc05-451e-8347-2c2ce586d02a/consent_group-section6-rdtAudit
01,1-204111-622865-R-01,1,ParaHIT,1040,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,Pf,HRP2,ARKRAY Healthcare Pvt. Ltd.,1,,,,,,,ParaHIT - f Ver. 1.0 Rapid Test for Pf Malaria Device,2,,1,7,0,1,300,300,0,,,25,-9888,,,,uuid:aff595a3-2892-4fe1-b765-2ceba64d6f7a,uuid:aff595a3-2892-4fe1-b765-2ceba64d6f7a/consent_group-section6-rdtAudit[1],uuid:aff595a3-2892-4fe1-b765-2ceba64d6f7a/consent_group-section6-rdtAudit
01,1-204111-640470-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,15,0,1,300,300,0,,,25,-9888,,,NONE,uuid:79b68674-e0fb-4a93-9ace-2fc3520a2804,uuid:79b68674-e0fb-4a93-9ace-2fc3520a2804/consent_group-section6-rdtAudit[1],uuid:79b68674-e0fb-4a93-9ace-2fc3520a2804/consent_group-section6-rdtAudit
01,1-204107-548146-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,0,10,0,1,300,300,0,,,25,3500,,,NONE,uuid:04ee8868-517b-4b1e-b960-4b08134c69a8,uuid:04ee8868-517b-4b1e-b960-4b08134c69a8/consent_group-section6-rdtAudit[1],uuid:04ee8868-517b-4b1e-b960-4b08134c69a8/consent_group-section6-rdtAudit
01,1-204111-669756-R-01,1,FIRST RESPONSE,1027,First Response Malaria Ag Pf (HRP2) Card Test,Pf,HRP2,Premier Medical Corporation Ltd,1,,,,,,,First Response Malaria Ag Pf (HRP2) Card Test,2,,1,2,0,1,500,500,0,,,25,3000,,,,uuid:36e03d89-f1ad-4ea5-bef9-2daa92a8f7a0,uuid:36e03d89-f1ad-4ea5-bef9-2daa92a8f7a0/consent_group-section6-rdtAudit[1],uuid:36e03d89-f1ad-4ea5-bef9-2daa92a8f7a0/consent_group-section6-rdtAudit
